ImageName,Bicycle,Bridge,Bus,Car,Chimney,Crosswalk,Hydrant,Motorcycle,Other,Palm,Stair,Traffic Light
03026.png,0.010157869,0.8212337,0.006644099,0.019276258,0.0071383333,0.008060857,0.0062225675,0.008753988,0.0559572,0.007944267,0.033535805,0.015075024
03027.png,0.00028612005,0.00021915232,0.0010935448,0.99532133,0.00021481805,0.0003958065,0.0008595397,0.0003597074,0.00040792837,0.00043042656,0.00022969858,0.00018191026
03028.png,0.000138558,0.00033882528,0.000452978,0.9696997,0.00026254324,0.019783711,0.0001021761,0.00034527414,0.00044778883,0.008103114,0.00023539679,9.0057256e-05
03029.png,1.6870456e-05,0.9981761,0.00020539707,1.3948484e-05,6.0515475e-05,0.0002190412,1.070354e-05,2.3639512e-05,0.0010311706,3.4260996e-05,0.00015750712,5.0654224e-05
03030.png,0.004607501,0.00048258115,0.0016045757,0.004808423,0.0016772198,0.0024517553,0.9754215,0.002471019,0.0024839784,0.0010223396,0.0018123917,0.0011566946
03031.png,0.0005824648,0.001485048,0.0018417595,0.9685905,0.0013312354,0.0044524977,0.0002784481,0.0012303692,0.0015234855,0.0121626705,0.0010945254,0.0054271347
03032.png,9.148613e-05,0.00057476223,0.9973617,5.6149496e-05,0.00012411938,6.0574206e-05,4.614109e-05,1.4627538e-05,0.0005636176,0.0009568213,8.1325925e-05,6.8756446e-05
03033.png,0.003589229,0.006021238,0.010647682,0.7219383,0.0023361049,0.22670116,0.0028987208,0.0044211387,0.0032050242,0.005145225,0.0044919224,0.008604202
03034.png,7.0899864e-06,2.0676512e-06,9.374919e-07,2.1425785e-06,2.481186e-06,3.2150112e-06,1.5096012e-06,3.1701197e-07,1.7182763e-05,0.999848,1.4530603e-06,0.00011357997
03035.png,0.00017985041,5.3266853e-05,0.00012864624,0.9894175,5.380005e-05,0.0004559822,0.00014823099,0.00028479774,0.008705474,0.0003714826,7.754873e-05,0.00012333607
03036.png,0.0035900348,0.231329,0.00129268,0.5085228,0.006400085,0.0058891336,0.0037740357,0.0054055876,0.21303989,0.0077319783,0.004735781,0.008288919
03037.png,0.011568693,0.016037747,0.039055645,0.52092224,0.023865232,0.010670422,0.008403768,0.0034906752,0.23652554,0.010322376,0.009744969,0.10939268
03038.png,0.0004165166,0.0010506762,0.00109243,0.8800771,0.0013018112,0.0068950388,0.00080952264,0.002590355,0.0032648458,0.0061269654,0.00046543623,0.09590962
03039.png,0.08594345,0.016130587,0.0026220258,0.032907456,0.004113235,0.0024717082,0.0010759094,0.003327121,0.76320374,0.010485369,0.07063625,0.007083147
03040.png,0.012062007,0.035289064,0.007890526,0.10884567,0.067795,0.022131924,0.009432736,0.004844379,0.30609912,0.38783893,0.017229164,0.020541511
03041.png,0.00031832478,0.00030697306,0.002959346,0.98833114,0.00029302528,0.0013027214,0.00031752526,0.0004516595,0.00032569902,0.0042186165,0.0007075122,0.000467499
03042.png,0.01576925,0.0013193564,0.020112375,0.89547753,0.0036157744,0.034225818,0.0054035448,0.014601221,0.00121972,0.0035970248,0.0026810702,0.0019772009
03043.png,1.4580515e-05,4.0949555e-05,7.467438e-06,4.118507e-06,1.565952e-05,1.6630413e-05,7.821435e-06,2.1670885e-06,1.749168e-05,0.99983954,1.7004833e-05,1.6405076e-05
03044.png,0.0010725451,0.000583045,0.000409068,0.0018714448,0.0008477351,0.00021738536,0.00059270265,0.00028815062,0.0055671777,0.9108273,0.00027457136,0.0774489
03045.png,0.002199491,0.00018864014,0.00066092995,0.9928417,0.0001479166,0.0017636593,0.00045113373,0.000757778,0.0004451668,0.00016194567,0.00010093493,0.00028058933
03046.png,0.0007163105,0.006111971,0.003209828,0.002569222,0.011923212,0.002363771,0.01973784,0.0026100671,0.81845933,0.0013181653,0.004606153,0.1263741
03047.png,0.00016430524,0.00024370504,0.0001524942,0.0003578684,7.296294e-05,0.9964144,5.662409e-05,0.00039282365,0.0012399476,0.00031080583,0.0004410242,0.00015284013
03048.png,0.00027016533,0.0012896849,0.0001272781,0.82348734,0.0001719332,0.12072097,0.00012002792,0.0005808094,0.049782418,0.0011398722,0.0010713306,0.0012381038
03049.png,0.0020033594,0.10129444,0.0005771128,0.000681123,0.0018111648,0.0027773879,0.0011549187,0.00042940275,0.039914753,0.8352627,0.008316422,0.00577721
03050.png,1.4994143e-05,1.6225055e-06,4.6835657e-06,2.340681e-06,1.0569113e-05,3.2523833e-06,0.9998037,8.0528625e-05,8.4326375e-06,2.4025923e-05,9.125806e-06,3.6606765e-05
03051.png,0.004258521,0.0034147468,0.8659193,0.06387026,0.0026947348,0.008949099,0.0014377779,0.004450527,0.036309704,0.00217296,0.0031190235,0.003403285
03052.png,0.000120746976,0.00076219736,0.00014920133,5.0874034e-05,0.00011986514,0.0006718483,0.0007569222,8.1980594e-05,0.046538327,0.9453023,0.0009374182,0.0045081764
03053.png,0.007364185,0.0037411847,0.25317883,0.6132188,0.004409391,0.0712344,0.0043733353,0.018622346,0.00461463,0.0033219964,0.012005083,0.003915816
03054.png,0.0056870226,0.060488485,0.0016255784,0.0053058267,0.015325837,0.0015616763,0.0040360405,0.0035478428,0.25954056,0.02073468,0.561538,0.06060843
03055.png,0.0012539843,0.00044802035,0.00023144935,0.026558826,0.00043513454,0.0051846104,0.0006394572,0.0015178001,0.00053550827,0.0086879805,0.0012650687,0.9532421
03056.png,3.7416226e-05,1.6245049e-05,0.983679,0.00025576545,3.93635e-05,6.5088294e-05,6.0914786e-05,2.2562494e-05,0.0005036157,0.00047791912,0.000531681,0.014310423
03057.png,0.8339086,0.005390492,0.0062243696,0.039981257,0.0031045647,0.057640545,0.0097903935,0.010121101,0.0036561375,0.016779486,0.006239623,0.007163563
03058.png,0.99669987,2.3027624e-05,4.5699002e-05,0.00010815854,0.000108193,0.0003115327,0.0012837423,0.000987363,2.0891046e-05,8.431449e-05,0.00020683299,0.00012029651
03059.png,0.0030771128,0.0019389717,0.0028028628,0.96774656,0.0010879592,0.010557154,0.0026408117,0.002309477,0.0030336522,0.0010379696,0.0018998364,0.0018676987
03060.png,0.0019793923,0.0007778278,0.003849539,0.92736304,0.0015190226,0.0015996514,0.0035188072,0.0023103845,0.03612479,0.018071173,0.0006072768,0.0022791163
03061.png,0.0001907131,4.4130407e-05,9.183954e-05,9.0055386e-05,0.00012210482,3.1392112e-05,0.99854267,0.00024319268,0.00022258206,0.00013260395,0.00013933812,0.00014943311
03062.png,0.0009972027,0.00062470074,0.00028144004,0.0016953755,0.00038285844,0.9905372,0.00050611113,0.0013086848,0.001600394,0.0003578839,0.0014573365,0.0002508176
03063.png,0.0028472384,0.00040817764,0.025148198,0.00041605518,0.4759189,0.0015681271,0.26477358,0.0016067111,0.0051339446,0.005925053,0.2089742,0.007279909
03064.png,0.02036587,0.0014280305,0.017779717,0.8221884,0.0026281374,0.034886498,0.0071392437,0.034670554,0.0017640828,0.012692575,0.008846243,0.035610653
03065.png,0.0039981836,0.0020096444,0.916317,0.048721742,0.0018338113,0.0033300964,0.0026882193,0.00213811,0.0016409116,0.013704676,0.0011540857,0.0024635172
03066.png,0.0031100027,0.036898162,0.0084358,0.13943657,0.0038089093,0.09569721,0.0016614893,0.0068064462,0.66430426,0.007649807,0.007964917,0.024226526
03067.png,0.01232128,0.05307598,0.008290827,0.032249257,0.008246852,0.26731646,0.012767269,0.03295578,0.53311074,0.009991185,0.020289963,0.009384444
03068.png,8.20128e-05,3.2528682e-05,0.99904007,0.00039558797,3.555826e-05,4.9845425e-05,5.4661647e-05,5.357746e-05,5.3900178e-05,8.22681e-05,3.76183e-05,8.205833e-05
03069.png,0.004748888,0.001345286,0.001044218,0.035313398,0.0012864021,0.008486798,0.00075892225,0.0013839044,0.0040361816,0.0009846505,0.002578503,0.9380328
03070.png,0.010960192,0.013606322,0.0035962642,0.026178543,0.022611726,0.004135568,0.022360966,0.0039102435,0.0219403,0.10279026,0.704916,0.062993616
03071.png,0.00023973675,0.9866779,0.0004066056,0.0082593,7.658224e-05,0.0014440957,7.9010366e-05,0.00037201337,0.0009077998,0.00016799488,0.0010092953,0.00035967975
03072.png,0.00044591195,0.00087670516,0.000553329,0.036265146,0.00051295577,0.0010979141,0.0003482397,0.00029463088,0.00082315836,0.95630217,0.00036758053,0.0021122922
03073.png,0.0011739391,0.0060671708,0.013680596,0.02462358,0.0029355588,0.81627804,0.00052730244,0.0014730562,0.004879083,0.1161584,0.011349532,0.00085366267
03074.png,0.0007172258,0.001066272,0.006346175,0.97214794,0.0011321126,0.0016840163,0.0015988308,0.003280414,0.0025626048,0.0016060071,0.004545552,0.0033128827
03075.png,0.00029669257,0.40687436,0.0005770901,0.0019690879,0.0038163047,0.0019974802,0.0003033174,0.00091293326,0.5761113,0.0011982236,0.0042355834,0.0017075384
03076.png,9.8385135e-05,6.842982e-05,0.99255943,0.0011032461,9.579447e-05,0.00051818084,0.00027862936,4.1282456e-05,0.0033761405,0.00023181501,8.957821e-05,0.0015390882
03077.png,0.00020585675,0.0002419304,0.00042303727,0.9929751,0.000115548646,0.0044151144,0.00013586578,0.0002782295,0.00018755253,0.0007311861,6.66966e-05,0.00022399327
03078.png,0.0064526903,0.011113424,0.0069107655,0.092881635,0.026400883,0.04282169,0.016956132,0.01596891,0.20797436,0.24722566,0.021592682,0.30370122
03079.png,0.00035405764,0.00063267385,0.0007575856,0.008445262,0.0003989695,0.95954806,0.00016850582,0.0010354,0.0014842683,0.025993958,0.0009145206,0.00026661254
03080.png,0.9986656,1.2082487e-05,6.3008774e-05,4.6235127e-05,4.358883e-05,0.000153829,0.00023361221,0.0005501727,1.7777627e-05,3.1752283e-05,8.6916865e-05,9.567158e-05
03081.png,0.00050797936,0.00019651964,0.0006750678,0.00029082553,0.00067531056,0.002953827,0.00076272624,0.00076778233,0.1841077,0.80659586,0.00046309203,0.0020033326
03082.png,0.00084358733,7.506163e-05,0.0008161628,0.0038068036,0.00053133274,0.00015091413,0.99142236,0.0012305817,0.00024922876,0.00012025224,0.00041559368,0.00033828316
03083.png,0.009288138,0.034541875,0.13336574,0.26252708,0.019593647,0.067503564,0.0026365009,0.010765129,0.019338993,0.15439203,0.21580803,0.07023933
03084.png,0.0031264406,0.70677036,0.017548274,0.04525726,0.004086792,0.0050181323,0.0031128204,0.0030356995,0.16716199,0.0065075844,0.031186178,0.007188382
03085.png,0.004299791,0.01420285,0.065200746,0.46700978,0.022555232,0.12981102,0.0045441515,0.011033431,0.2323546,0.01031485,0.026849769,0.011823728
03086.png,0.042744838,0.19120763,0.065129876,0.016744483,0.0203,0.40021557,0.0053689913,0.021848276,0.12555549,0.010818044,0.059162125,0.04090468
03087.png,3.3025358e-06,4.606945e-06,1.4782141e-06,2.4869485e-06,5.5628952e-06,2.4506671e-06,2.585122e-06,7.492339e-07,0.0002850357,0.9996749,1.6328419e-06,1.5152828e-05
03088.png,0.008300252,0.0009049631,0.0030012422,0.046147026,0.0022142301,0.9051544,0.0015387131,0.0033990873,0.015929494,0.0018637802,0.007805099,0.0037417323
03089.png,0.0035202191,0.00078427914,0.001145247,0.895842,0.00054505013,0.08095747,0.00029060675,0.0013823878,0.011131595,0.00044844285,0.0010168849,0.0029357774
03090.png,7.8151075e-05,3.334611e-05,0.998992,0.0003926261,2.7071648e-05,0.00014746047,4.2166743e-05,6.623373e-05,5.5773653e-05,5.908843e-05,3.7375874e-05,6.877813e-05
03091.png,0.0033509834,0.00055669376,0.0026738874,0.0026348853,0.0025005655,0.00058879773,0.9521556,0.003937244,0.0011713707,0.020611303,0.0016345591,0.008184027
03092.png,0.0024810603,0.00030720315,0.004255619,0.9567179,0.0003425805,0.02711385,0.00025349908,0.0017229907,0.0031841514,0.00061822,0.00073393533,0.0022689425
03093.png,0.003598324,0.00052495074,0.0030637179,0.97305906,0.00033151195,0.0040423493,0.0008427209,0.006434619,0.0006391184,0.0050583635,0.0009459175,0.0014592175
03094.png,0.004035682,0.07825595,0.13478667,0.7035623,0.006879725,0.009910857,0.009011434,0.01017484,0.015383819,0.0068352674,0.015999252,0.0051641725
03095.png,0.0056577893,0.0012597962,0.00012965903,0.07395996,0.0011070311,0.017134653,9.632823e-05,0.0019551574,0.034935012,0.0058891065,0.0042991154,0.85357636
03096.png,0.0008387772,0.0025551748,0.01691886,0.5923868,0.00690324,0.00981618,0.0015338,0.0022438774,0.25564966,0.040580932,0.0011773317,0.069395356
03097.png,0.00053487596,0.00054185075,0.00033893558,0.0004087349,0.000314,0.993676,8.043948e-05,0.00053340185,0.00017829557,0.00070830574,0.0018487244,0.00083646545
03098.png,0.0016340663,0.0010431374,0.1069021,0.52710295,0.0059344424,0.006509113,0.012568643,0.0047544274,0.0948764,0.23004138,0.0016502194,0.006983112
03099.png,0.00086392194,0.0068483823,0.00036473776,0.22064178,0.0031537788,0.0030794966,0.0004297053,0.001667967,0.7351367,0.011591929,0.006565963,0.009655635
03100.png,0.0008450247,0.00038005103,0.000112236216,0.00085014664,0.00042951913,0.0008113475,0.99402505,0.00066812034,0.0005901567,0.00038263146,0.00060380483,0.00030187823
03101.png,0.0016273895,0.00869606,0.0024964777,0.85054135,0.00034019313,0.09829507,0.0010122588,0.012701026,0.009984535,0.0018589607,0.0049225623,0.007523993
03102.png,0.00036098072,0.017393548,0.0006893174,0.0036560073,0.0004416967,0.003926575,9.03979e-05,0.0009099715,0.96615577,0.00053929375,0.005292779,0.0005436998
03103.png,0.0013925364,0.0011508372,0.00035932398,0.20202914,0.0003359021,0.7834561,0.00021752749,0.0022747235,0.003941956,0.0006258133,0.0024060917,0.0018101205
03104.png,2.8303393e-05,2.732689e-05,7.439956e-06,5.7349393e-05,1.6736469e-05,0.9990702,1.6908643e-05,2.2646773e-05,0.00060830644,2.4440109e-05,9.411891e-05,2.6206359e-05
03105.png,3.4657667e-05,4.5319182e-05,5.547578e-05,0.9743707,5.430207e-05,0.0009942964,7.5957514e-06,0.00013581105,3.2345317e-05,0.0024153157,4.879653e-05,0.021805467
03106.png,0.9932312,2.7482123e-05,0.00046132458,0.0007410079,0.00014572579,0.0035555423,0.00023702314,0.000994018,3.2120268e-05,0.00012766907,0.0002456958,0.00020144036
03107.png,0.0012337342,0.0008935227,0.0014708908,0.0032356018,0.002341607,0.008799573,0.0023182416,0.014843525,0.45434543,0.0001211049,0.5092538,0.0011430156
03108.png,0.0027713364,0.0017558039,0.004389568,0.9203274,0.0010674198,0.023524905,0.0019886435,0.004563243,0.00033870028,0.009250655,0.0016282836,0.028394075
03109.png,0.0040121796,0.0010494647,0.22811906,0.7209613,0.0010191398,0.030982936,0.0005935877,0.0038827679,0.004062822,0.0014188299,0.0019536372,0.0019442455
03110.png,0.00013712238,0.00034702252,0.00024668683,0.0017440813,0.00027438407,6.346751e-05,0.00026582574,9.5914635e-05,0.00084857305,0.99538475,0.00030169124,0.00029032186
03111.png,0.004016365,0.0022167733,0.003765136,0.0022588554,0.001918249,0.081974685,0.0008008563,0.007160621,0.0036750068,0.8849177,0.0062562604,0.0010396068
03112.png,0.00016178528,3.159524e-05,6.900509e-05,0.99834,2.2279797e-05,0.00064441166,3.4560915e-05,0.00022471027,8.7927925e-05,0.000102845814,5.997639e-05,0.00022087544
03113.png,0.00038557238,0.000103801474,0.00046712314,0.00045885704,0.00030480855,0.00014029266,0.9969201,0.00034003612,0.00017589645,0.00017781225,0.00034060716,0.00018510103
03114.png,0.0067458493,0.007872322,0.744012,0.13277546,0.007587319,0.010163044,0.02188638,0.007369144,0.037169658,0.012273482,0.007244421,0.0049008294
03115.png,0.0007624553,0.0001876903,0.00012481747,0.0005294927,0.00025994654,0.00033564976,0.00019465288,9.807589e-05,0.0056258435,0.9893547,0.0011499777,0.0013765984
03116.png,0.00093188626,0.003954342,0.0011725986,0.8407386,0.0009165812,0.002808724,0.0010659621,0.0036494515,0.011229278,0.062134314,0.001699621,0.0696987
03117.png,1.798305e-05,1.2991364e-05,7.89466e-06,7.3175315e-06,1.3115815e-05,0.9997633,4.6750315e-06,1.1069826e-05,3.8279126e-05,3.971746e-05,4.375626e-05,3.989543e-05
03118.png,0.00030917465,0.00029611922,0.0037463102,0.9903799,0.00040558196,0.0007833444,0.00045031199,0.0012092256,0.0011986729,0.0007669516,0.0002234347,0.00023110444
03119.png,0.0054809516,0.005412457,0.009582069,0.91559047,0.001452985,0.013120218,0.0015286392,0.002689964,0.009769054,0.027197622,0.0024911216,0.005684325
03120.png,8.4384614e-05,0.9939545,7.6711236e-05,0.0002594912,0.00026767727,0.0009501417,4.940471e-05,0.00019222093,0.0026355889,0.00011394113,0.0013189027,9.7128315e-05
03121.png,0.00024230506,0.00012177858,7.6941804e-05,6.1404055e-05,0.00057523715,0.00015672854,0.99710935,0.0002648766,0.00017790301,0.00041694113,0.00015325744,0.0006432724
03122.png,0.0023609728,8.8528875e-05,0.0004971041,0.00020077542,0.000521672,0.00017425083,0.984969,0.0016445608,0.0040835156,0.0039922697,0.0004887852,0.0009784412
03123.png,0.0010321276,0.0013292369,0.020724153,0.95739204,0.0015521757,0.005053015,0.0014668639,0.001104791,0.0031653289,0.0027803166,0.0027518773,0.0016480444
03124.png,0.00030850992,0.001420793,0.00017787014,0.0006342951,0.000650158,0.0011149554,0.00065532414,0.000516363,0.6660571,0.31842756,0.00021666136,0.009820328
03125.png,0.00012376413,4.6078927e-05,5.528216e-05,3.488205e-05,8.253019e-05,0.00012749569,0.998247,0.000206056,5.962294e-05,0.00074342976,9.4608156e-05,0.00017915572
03126.png,0.00010944947,5.013519e-05,4.1314954e-05,3.906004e-05,8.766033e-05,1.5157365e-05,0.9986143,0.00010795041,0.00024704062,0.00036404905,0.00010316035,0.00022075816
03127.png,0.00010188985,2.570179e-05,0.99855787,0.0002047544,3.2100073e-05,7.263727e-05,3.155109e-05,5.5312932e-05,4.5740853e-05,0.00046248798,0.0003080001,0.0001020288
03128.png,0.001539788,0.0020537958,0.010233471,0.87744147,0.0011876825,0.01293101,0.0008551947,0.0016291003,0.008376147,0.0676744,0.002234541,0.013843286
03129.png,0.00020349694,1.4184898e-05,0.000116925796,7.7739096e-05,0.00010795259,4.1506624e-05,0.99890697,0.00020770678,3.9405764e-05,5.9707894e-05,0.00011310271,0.00011128997
03130.png,0.0002120406,0.000109252665,0.99167,0.005823204,0.00020183525,0.0002410536,0.00051722873,0.00024299748,0.00015884424,0.0005035203,0.00019544287,0.00012465425
03131.png,0.004488276,0.003058748,0.012088525,0.47893324,0.0031245097,0.39227146,0.0021274271,0.006859257,0.061148293,0.008129605,0.0058742166,0.021896454
03132.png,0.99760014,7.350487e-06,0.0001641995,0.0011891273,3.137621e-05,3.8638624e-05,6.150081e-05,0.0007481165,2.338862e-05,4.8002694e-05,7.343197e-05,1.46466e-05
03133.png,0.0019749198,0.0009801963,0.0010382718,0.13945863,0.0014132472,0.7738807,0.00046717885,0.007175197,0.0005141068,0.00487419,0.0021979962,0.06602516
03134.png,0.956398,5.137981e-05,0.00022240225,0.00040092773,8.8238594e-05,0.001089209,8.288229e-05,0.040966943,0.000100106314,7.140003e-05,0.00015648625,0.000371889
03135.png,0.001044845,0.0009521881,0.9908488,0.0023899698,0.00024178489,0.0010018838,0.00055387383,0.00059850805,0.00077387766,0.00056283106,0.0003553596,0.000676004
03136.png,0.0005995529,0.0006160674,0.0001319454,0.00633238,0.00041032513,0.0004576774,0.00036442067,0.00525393,0.00037478257,0.0003673959,0.001975735,0.98311573
03137.png,2.4547913e-05,2.719332e-05,0.0016182692,0.00011395462,0.8858645,4.621282e-05,0.00013418226,3.4194767e-05,0.013679263,0.0007324325,0.09719418,0.00053097453
03138.png,0.0011804344,0.0009728021,0.93161327,0.036580037,0.001296548,0.00083964015,0.004563649,0.0017734391,0.007994401,0.009575097,0.002111765,0.0014988652
03139.png,0.0045020203,0.010504735,0.009623807,0.2391409,0.00276141,0.025031913,0.0054173865,0.011109534,0.5313081,0.077225715,0.017816963,0.06555754
03140.png,0.00038630315,0.0005780614,7.9585494e-05,0.00069176307,0.00029762945,0.9925303,0.00030269436,0.00027194482,0.003279119,0.00051732204,0.00060992886,0.0004555646
03141.png,0.8975472,0.00070050225,0.00047372273,0.007125987,0.002474038,0.033975422,0.0031467245,0.02948071,0.0039283014,0.005345953,0.0036757113,0.012125775
03142.png,0.0002353898,3.539665e-05,0.00011187526,0.00017139938,7.98277e-05,3.0045963e-05,0.9983652,0.00041191775,0.00016339516,0.00013716031,0.00017520617,8.318003e-05
03143.png,4.2019612e-05,0.00013110378,0.0001941528,0.99876046,4.4699114e-05,0.00026823743,3.9260307e-05,0.000116736854,2.7814354e-05,0.00023989035,4.9714043e-05,8.58645e-05
03144.png,0.0032524301,0.016880509,0.0030304564,0.01885213,0.0044655814,0.010398867,0.7859462,0.004686987,0.13833308,0.0022673595,0.0077076806,0.0041787922
03145.png,0.0033890011,0.012190825,0.008267296,0.8526052,0.0025589536,0.009006774,0.0058997604,0.007734891,0.072717056,0.0054059457,0.002894145,0.01733007
03146.png,0.00023985865,0.00018279463,0.00070266135,0.99655735,9.135866e-05,0.0008392258,0.00026054194,0.00045425826,0.00027986133,0.00016469797,0.000111275396,0.000116203184
03147.png,0.0043491037,0.024491996,0.0075355037,0.18888108,0.0023309344,0.20461336,0.003994583,0.01022385,0.45623532,0.068205856,0.023132317,0.006006086
03148.png,0.00091659144,0.0010933831,0.00075424334,0.0026389977,0.0007965181,0.9873124,0.00029072346,0.0011336931,0.000696618,0.0006919323,0.0024722384,0.0012027719
03149.png,0.00016960621,0.9840575,0.00029592402,0.00032545466,0.00010529361,0.00055710465,7.385982e-05,0.00011415614,0.012616396,0.0010478909,0.0004480647,0.00018851721
03150.png,0.00036827254,0.007125624,0.9722572,0.0047887857,0.0005583759,0.0002571788,0.00045469127,0.0002618823,0.012074345,0.00103647,0.00043996112,0.00037708317
03151.png,0.0007597255,0.0005731625,0.0005835671,0.0004333418,0.00061321474,0.00026107347,0.9902299,0.0007223964,0.0009748759,0.0027976234,0.00078338897,0.0012676573
03152.png,0.00073952955,0.002408555,0.0019283494,0.006769631,0.0013395415,0.97213924,0.00041686962,0.0014098329,0.0024630118,0.006207428,0.0026569355,0.0015211152
03153.png,0.0014308469,0.0060177655,0.006057432,0.9792702,0.00020117323,0.0028678763,0.00026263949,0.0018790478,0.0008091042,0.00039363082,0.00030860052,0.00050160766
03154.png,0.0035365843,0.00043789804,0.0028770906,0.0073314332,0.0037291595,0.0029837014,0.0027229514,0.0016658558,0.026396092,0.004255529,0.0015813891,0.9424823
03155.png,0.00030415427,0.00042629207,0.0009203274,0.99046624,0.0001637533,0.0046008755,0.0002674215,0.00061659265,0.00021860012,0.0005663554,0.00050678645,0.00094269286
03156.png,2.2526258e-06,0.99993813,1.1590073e-06,1.0840811e-05,5.8511665e-07,2.485065e-05,2.768319e-07,2.905004e-06,9.0208675e-07,1.0306616e-06,6.5363965e-06,1.0456414e-05
03157.png,0.0012168738,0.00026384855,0.00082673493,0.0033434283,0.00039938925,0.00027628682,0.988473,0.0012406827,0.0014566265,0.0004098773,0.0011683307,0.0009249249
